c:\data\music\Belle and Sebastian\If You_re Feeling Sinister\07 If You_re Feeling Sinister.m4a|1996
c:\data\music\Belle and Sebastian\If You_re Feeling Sinister\08 Mayfly.m4a|1996
c:\data\music\Belle and Sebastian\The Life Pursuit (Bonus Tracks)\02 Another Sunny Day.m4a|2006
c:\data\music\Belle and Sebastian\The Life Pursuit (Bonus Tracks)\03 White Collar Boy.m4a|2006
c:\data\music\Belle and Sebastian\Write About Love (Bonus Track Version)\01 I Didn't See It Coming.m4a|2010
c:\data\music\Belle and Sebastian\Write About Love (Bonus Track Version)\04 I Want the World to Stop.m4a|2010
c:\data\music\Ben Folds Five\Whatever & Ever Amen\06 Kate.m4a|1997
c:\data\music\Ben Kweller\Ben Kweller\02 Nothing Happening.m4a|2006
c:\data\music\Ben Kweller\Ben Kweller\04 I Gotta Move.m4a|2006
c:\data\music\Ben Kweller\Sha Sha\02 Wasted & Ready.m4a|2002
c:\data\music\Ben Kweller\Sha Sha\07 Make It Up.m4a|2002
c:\data\music\Ben Kweller\Sha Sha\11 Falling.m4a|2002
c:\data\music\Benjamin Gibbard\Former Lives\03 Teardrop Windows 1.m4a|2012
c:\data\music\Benjamin Gibbard\Former Lives\03 Teardrop Windows.m4a|2012
c:\data\music\Better Than Ezra\Deluxe\02 Good.m4a|1995
c:\data\music\Better Than Ezra\Deluxe\05 Rosealia.m4a|1995
c:\data\music\Better Than Ezra\Friction Baby\01 King Of New Orleans.m4a|1996
c:\data\music\Better Than Ezra\Friction Baby\02 Rewind.m4a|1996
c:\data\music\Big Head Todd & The Monsters\Sister Sweetly\09 Bittersweet.m4a|1993
c:\data\music\Blur\Blur_ The Best Of\06 Parklife.m4a|1994
c:\data\music\Bob Mould\Workbook\04 See a Little Light.m4a|1989
c:\data\music\BoDeans\Black and White\01 Good Things.m4a|1991
c:\data\music\BoDeans\Love & Hope & Sex & Dreams\03 Still the Night.m4a|1986
c:\data\music\Boston\Boston\01 More Than a Feeling.m4a|1976
c:\data\music\Bruce Springsteen\Born to Run (30th Anniversary Edition) [\08 Jungleland.m4a|1975
c:\data\music\Bryan Ferry & Roxy Music\Street Life - Greatest Hits\17 More Than This.m4a|1982
c:\data\music\Bryan Ferry & Roxy Music\Street Life - Greatest Hits\18 Avalon.m4a|1982
c:\data\music\Bryan Ferry & Roxy Music\Street Life - Greatest Hits\19 Slave To Love.m4a|1989
c:\data\music\Buddy Holly\Buddy Holly\07 Everyday.m4a|1957
c:\data\music\Buffalo Tom\Big Red Letter Day\01 Sodajerk.m4a|1993
c:\data\music\Buffalo Tom\Big Red Letter Day\02 I'm Allowed.m4a|1993
c:\data\music\Buffalo Tom\Big Red Letter Day\03 Tree House.m4a|1993
c:\data\music\Buffalo Tom\Big Red Letter Day\05 Latest Monkey.m4a|1993
c:\data\music\Buffalo Tom\Big Red Letter Day\07 Dry Land.m4a|1993
c:\data\music\Buffalo Tom\Big Red Letter Day\08 Torch Singer.m4a|1993
c:\data\music\Buffalo Tom\Let Me Come Over\03 Mountains Of Your Head.m4a|1992
c:\data\music\Buffalo Tom\Sleepy Eyed\01 Tangerine.m4a|1995
c:\data\music\Buffalo Tom\Sleepy Eyed\02 Summer.m4a|1995
c:\data\music\Buffalo Tom\Sleepy Eyed\05 It's You.m4a|1995
c:\data\music\Buffalo Tom\Sleepy Eyed\11 Sundress.m4a|1995
c:\data\music\Buffalo Tom\Sleepy Eyed\13 Souvenir.m4a|1995
c:\data\music\Buffalo Tom\Sleepy Eyed\14 Crueler.m4a|1995
c:\data\music\Cake\Prolonging the Magic (Deluxe Version)\11 Let Me Go.m4a|2007
c:\data\music\Camper Van Beethoven\Popular Songs of Great Enduring Strength\04 Pictures of Matchstick Men.m4a|0
c:\data\music\Cat Stevens\Footsteps In The Dark\01 The Wind.m4a|1971
c:\data\music\Cat Stevens\Footsteps In The Dark\05 Trouble.m4a|1984
c:\data\music\Cayucas\Bigfoot\01 Cayucos.m4a|2012
c:\data\music\Cayucas\Bigfoot\02 High School Lover.m4a|2013
c:\data\music\Cheap Trick\Authorized Greatest Hits\01 I Want You to Want Me (Live).m4a|1999
c:\data\music\Cheap Trick\Authorized Greatest Hits\04 Surrender.m4a|1999
c:\data\music\Chris Isaak\Forever Blue\02 Somebody's Crying.m4a|1995
c:\data\music\Chris Isaak\Forever Blue\07 Forever Blue.m4a|1995
c:\data\music\Cold War Kids\Robbers & Cowards\02 Hang Me Up to Dry.m4a|2006
c:\data\music\Colin Hay\Gathering Mercury\01 Send Somebody.m4a|2011
c:\data\music\Compilations\20 #1_s_ Alternative Rock\07 Closing Time.m4a|1998
c:\data\music\Compilations\Best of the Boomtown Rats\10 I Don't Like Mondays.m4a|2004
c:\data\music\Compilations\Good Will Hunting (Music From the Mirama\14 Miss Misery.m4a|1997
c:\data\music\Compilations\James Taylor_ Greatest Hits\02 Carolina in My Mind.m4a|1988
c:\data\music\Compilations\Layla and Other Assorted Love Songs\01 I Looked Away.m4a|1970
c:\data\music\Compilations\Layla and Other Assorted Love Songs\02 Bell Bottom Blues.m4a|1970
c:\data\music\Compilations\Nick & Norah's Infinite Playlist (Origin\05 Ottoman.m4a|2008
c:\data\music\Compilations\Thank You\05 Plush.m4a|2003
c:\data\music\Compilations\Thank You\15 Plush (Acoustic).m4a|2003
c:\data\music\Compilations\The Best of Blur\1-03 There's No Other Way.m4a|2000
c:\data\music\Compilations\The Best of Extreme - An Accidental Coll\12 Hole Hearted.m4a|2000
c:\data\music\Compilations\The Best of the Moody Blues\06 Question (Full Version).m4a|1970
c:\data\music\Compilations\The Very Best of Supertramp\14 It's Raining Again 1.m4a|1992
c:\data\music\Compilations\The Very Best of Supertramp\14 It's Raining Again.m4a|1982
c:\data\music\Compilations\Travelogue_ Blues Traveler Classics\14 Hook.m4a|2002
c:\data\music\Concrete Blonde\Bloodletting\09 Joey.m4a|1990
c:\data\music\Concrete Blonde\Recollection - the Best Of\05 Someday_.m4a|1992
c:\data\music\Creedence Clearwater Revival\Chronicle_ 20 Greatest Hits\05 Lodi.m4a|1976
c:\data\music\Crowded House\Recurring Dream\01 Weather With You.m4a|1991
c:\data\music\Crowded House\Recurring Dream\02 World Where You Live.m4a|1996
c:\data\music\Crowded House\Recurring Dream\05 Don't Dream It's Over.m4a|1986
c:\data\music\Cyndi Lauper\The Essential Cyndi Lauper\10 All Through the Night.m4a|1983
c:\data\music\Death Cab for Cutie\Narrow Stairs (Bonus Video Version)\03 No Sunlight.m4a|2008
c:\data\music\Del Amitri\Some Other Sucker's Parade\01 Not Where It's At.m4a|1997
c:\data\music\Del Amitri\Some Other Sucker's Parade\07 Mother Nature's Writing.m4a|1997
c:\data\music\Del Amitri\Twisted\03 Here And Now.m4a|1995
c:\data\music\Del Amitri\Twisted\05 Tell Her This.m4a|1995
c:\data\music\Diamond Rugs\Cosmetics\03 Couldn't Help It.m4a|2015
c:\data\music\Dinosaur Jr\Where You Been\02 Start Choppin'.m4a|1993
c:\data\music\Dinosaur Jr\Where You Been\06 Get Me.m4a|1993
c:\data\music\Dinosaur Jr\Where You Been\09 Goin' Home.m4a|1993
c:\data\music\Dinosaur Jr\Without A Sound\02 I Don't Think So.m4a|1994
c:\data\music\Dinosaur Jr\Without A Sound\03 Yeah Right.m4a|1994
c:\data\music\Dinosaur Jr\Without A Sound\05 Grab It.m4a|1994
c:\data\music\Dinosaur Jr\Without A Sound\08 Get Out Of This.m4a|1994
c:\data\music\Dinosaur Jr\Without A Sound\09 On The Brink.m4a|1994
c:\data\music\Dire Straits\Private Investigations_ The Best of Dire\04 Romeo and Juliet.m4a|1980
c:\data\music\Donald Fagen\The Nightfly\05 New Frontier.m4a|1982
c:\data\music\Dressy Bessy\Dressy Bessy\01 Just Once More.m4a|2003
c:\data\music\Dressy Bessy\Dressy Bessy\02 The Things That You Say That You.m4a|2003
c:\data\music\Dressy Bessy\Dressy Bessy\03 Baby Six String.m4a|2003
c:\data\music\Dressy Bessy\Dressy Bessy\07 Hey May.m4a|2003
c:\data\music\Dressy Bessy\Dressy Bessy\08 New Song (From Me to You).m4a|2003
c:\data\music\Dressy Bessy\Dressy Bessy\09 Better Luck.m4a|2003
c:\data\music\Dressy Bessy\Dressy Bessy\11 Tidy.m4a|2003
c:\data\music\Dressy Bessy\Electrified\01 Side 2.m4a|2005
c:\data\music\Dressy Bessy\Pink Hearts, Yellow Moons\01 I Found Out.m4a|1999
c:\data\music\Dressy Bessy\Pink Hearts, Yellow Moons\06 If You Should Try to Kiss Her.m4a|1999
c:\data\music\Dressy Bessy\Pink Hearts, Yellow Moons\08 Makeup.m4a|1999
c:\data\music\Dressy Bessy\Sound Go Round\05 That's Why.m4a|2002
c:\data\music\Eagles\Eagles\09 Peaceful Easy Feeling.m4a|1972
c:\data\music\Eagles\Their Greatest Hits 1971-1975\07 Tequila Sunrise.m4a|1973
c:\data\music\Edie Brickell\Picture Perfect Morning\02 Green.m4a|1994
c:\data\music\Edie Brickell\Picture Perfect Morning\04 Good Times.m4a|1994
c:\data\music\Edie Brickell\Picture Perfect Morning\10 Picture Perfect Morning.m4a|1994
c:\data\music\Electric Light Orchestra\All Over the World - The Very Best of El\01 Mr. Blue Sky.m4a|1977
c:\data\music\Elliott Smith\An Introduction to Elliott Smith\11 Pretty (Ugly Before).m4a|2010
c:\data\music\Elliott Smith\Either_Or\01 Speed Trials.m4a|1997
c:\data\music\Elliott Smith\Either_Or\03 Ballad Of Big Nothing.m4a|1997
c:\data\music\Elliott Smith\Either_Or\09 Angeles.m4a|1997
c:\data\music\Elliott Smith\Figure 8\01 Son Of Sam.m4a|2000
c:\data\music\Elliott Smith\Figure 8\02 Somebody That I Used To Know.m4a|2000
c:\data\music\Elliott Smith\Figure 8\03 Junk Bond Trader.m4a|2000
c:\data\music\Elliott Smith\Figure 8\06 L.A..m4a|2000
c:\data\music\Elliott Smith\Figure 8\08 Stupidity Tries.m4a|2000
c:\data\music\Elliott Smith\Figure 8\10 Wouldn't Mama Be Proud.m4a|2000
c:\data\music\Elliott Smith\Figure 8\13 Pretty Mary K.m4a|2000
c:\data\music\Elliott Smith\From A Basement On The Hill\06 A Fond Farwell.m4a|2004
c:\data\music\Elliott Smith\XO\01 Sweet Adeline.m4a|1998
c:\data\music\Elliott Smith\XO\03 Waltz #2 (XO).m4a|1998
c:\data\music\Elliott Smith\XO\05 Pitseleh.m4a|1998
c:\data\music\Elliott Smith\XO\06 Independence Day.m4a|1998
c:\data\music\Elliott Smith\XO\07 Bled White.m4a|1998
c:\data\music\Elliott Smith\XO\11 Bottle Up And Explode!.m4a|1998
c:\data\music\Elvis Costello\All This Useless Beauty\10 You Bowed Down.m4a|1996
c:\data\music\Elvis Costello\Armed Forces [Bonus Tracks]\01 Accidents Will Happen.m4a|1979
c:\data\music\Elvis Costello\Armed Forces [Bonus Tracks]\03 Oliver's Army.m4a|1979
c:\data\music\Elvis Costello\Armed Forces [Bonus Tracks]\06 Party Girl.m4a|1978
c:\data\music\Elvis Costello\Armed Forces [Bonus Tracks]\08 Busy Bodies.m4a|1978
c:\data\music\Elvis Costello\Armed Forces [Bonus Tracks]\12 Two Little Hitlers.m4a|1978
c:\data\music\Elvis Costello\Armed Forces [Bonus Tracks]\13 (What's So Funny 'Bout) Peace, Lo.m4a|1978
c:\data\music\Elvis Costello\Armed Forces [Bonus Tracks]\20 Alison (Live).m4a|1978
c:\data\music\Elvis Costello\Brutal Youth\09 Sulky Girl.m4a|1994
c:\data\music\Elvis Costello\Brutal Youth\11 My Science Fiction Twin.m4a|1994
c:\data\music\Elvis Costello\Brutal Youth\12 Rocking Horse Road.m4a|1994
c:\data\music\Elvis Costello\Get Happy!!\19 I Stand Accused.m4a|1980
c:\data\music\Elvis Costello\Get Happy!!\21 Girls Talk.m4a|1980
c:\data\music\Elvis Costello\Get Happy!!\24 So Young.m4a|1980
c:\data\music\Elvis Costello\Goodbye Cruel World\01 The Only Flame In Town.m4a|1984
c:\data\music\Elvis Costello\Goodbye Cruel World (Disc 1)\08 The Comedians.m4a|1984
c:\data\music\Elvis Costello\Imperial Bedroom\05 Man Out Of Time.m4a|1982
c:\data\music\Elvis Costello\Imperial Bedroom\14 You Little Fool.m4a|1982
c:\data\music\Elvis Costello\Imperial Bedroom\19 Really Mystified.m4a|1982
c:\data\music\Elvis Costello\My Aim Is True\02 Miracle Man.m4a|1977
c:\data\music\Elvis Costello\My Aim Is True\05 Alison.m4a|1977
c:\data\music\Elvis Costello\My Aim Is True\07 (The Angels Wanna Wear My) Red Sh.m4a|1977
c:\data\music\Elvis Costello\My Aim Is True\08 Less Than Zero.m4a|1977
c:\data\music\Elvis Costello\My Aim Is True\14 Radio Sweetheart.m4a|1977
c:\data\music\Elvis Costello\Punch The Clock [Bonus Tracks]\02 Everyday I Write The Book.m4a|1983
c:\data\music\Elvis Costello\Punch The Clock [Bonus Tracks]\06 Shipbuilding.m4a|1983
c:\data\music\Elvis Costello\Punch The Clock [Bonus Tracks]\18 Shatterproof.m4a|1983
c:\data\music\Elvis Costello\This Year's Model\01 No Action.m4a|1978
c:\data\music\Elvis Costello\This Year's Model\09 Lip Service.m4a|1978
c:\data\music\Elvis Costello\This Year's Model\13 Radio Radio.m4a|1978
c:\data\music\Elvis Costello & The Brodsky Quartet\The Juliet Letters\09 Taking My Life In Your Hands.m4a|1993
c:\data\music\Emma Pollock\Watch the Fireworks\10 Here Comes the Heartbreak.m4a|2007
c:\data\music\Fiona Apple\When The Pawn.._\05 Paper Bag.m4a|1999
c:\data\music\Fleet Foxes\Fleet Foxes\03 Ragged Wood.m4a|2008
c:\data\music\Fleet Foxes\Fleet Foxes\04 Tiger Mountain Peasant Song.m4a|2008
c:\data\music\Fleet Foxes\Fleet Foxes\05 Quiet Houses.m4a|2008
c:\data\music\Fleet Foxes\Fleet Foxes\06 He Doesn't Know Why.m4a|2008
c:\data\music\Fleet Foxes\Fleet Foxes\09 Meadowlarks.m4a|2008
c:\data\music\Fleet Foxes\Fleet Foxes\11 Oliver James.m4a|2008
c:\data\music\Fleet Foxes\Helplessness Blues\01 Montezuma.m4a|2011
c:\data\music\Fleet Foxes\Helplessness Blues\02 Bedouin Dress.m4a|2011
c:\data\music\Fleet Foxes\Helplessness Blues\03 Sim Sala Bim.m4a|2011
c:\data\music\Fleet Foxes\Helplessness Blues\04 Battery Kinzie.m4a|2011
c:\data\music\Fleet Foxes\Helplessness Blues\07 The Cascades.m4a|2011
c:\data\music\Fleet Foxes\Helplessness Blues\08 Lorelai.m4a|2011
c:\data\music\Fleet Foxes\Helplessness Blues\09 Someone You'd Admire.m4a|2011
c:\data\music\Fleet Foxes\Helplessness Blues\11 Blue Spotted Tail.m4a|2011
c:\data\music\Fleet Foxes\Helplessness Blues\12 Grown Ocean.m4a|2011
c:\data\music\Fleet Foxes\Helplessness Blues - Single\01 Helplessness Blues.m4a|2011
c:\data\music\Fleet Foxes\Sun Giant - EP\02 Drops In the River.m4a|2008
c:\data\music\Flight Of The Conchords\Flight Of The Conchords\01 Foux Du Fafa.m4a|2008
c:\data\music\Flight Of The Conchords\Flight Of The Conchords\03 Hiphopopotamus Vs. Rhymenoceros.m4a|2008
c:\data\music\Flight Of The Conchords\Flight Of The Conchords\06 Mutha'uckas.m4a|2008
c:\data\music\Flight Of The Conchords\Flight Of The Conchords\08 Leggy Blonde.m4a|2008
c:\data\music\Flight Of The Conchords\Flight Of The Conchords\11 A Kiss Is Not A Contract.m4a|2008
c:\data\music\Flight Of The Conchords\Flight Of The Conchords\12 The Most Beautiful Girl (In The R.m4a|2008
c:\data\music\Flight Of The Conchords\Flight Of The Conchords\13 Business Time.m4a|2008
c:\data\music\Foo Fighters\The Colour And The Shape\02 Monkey Wrench.m4a|1997
c:\data\music\Foo Fighters\The Colour And The Shape\06 Up In Arms.m4a|1997
c:\data\music\Foo Fighters\The Colour And The Shape\12 Walking After You.m4a|1997
c:\data\music\Fountains Of Wayne\Fountains Of Wayne\01 Radiation Vibe.m4a|1996
c:\data\music\Fountains Of Wayne\Fountains Of Wayne\04 She's Got A Problem.m4a|1996
c:\data\music\Fountains Of Wayne\Fountains Of Wayne\05 Survival Car.m4a|1996
c:\data\music\Fountains Of Wayne\Fountains Of Wayne\08 I've Got A Flair.m4a|1996
c:\data\music\Fountains Of Wayne\Fountains Of Wayne\09 Leave The Biker.m4a|1996
c:\data\music\Fountains Of Wayne\Maureen - Single\01 Maureen.m4a|2005
c:\data\music\Fountains Of Wayne\Traffic And Weather\06 This Better Be Good.m4a|2007
c:\data\music\Fountains Of Wayne\Traffic And Weather\11 The Hotel Majestic.m4a|2007
c:\data\music\Fountains Of Wayne\Utopia Parkway\02 Red Dragon Tattoo.m4a|1999
c:\data\music\Fountains Of Wayne\Utopia Parkway\06 Troubled Times.m4a|1999
c:\data\music\Fountains Of Wayne\Utopia Parkway\09 Amity Gardens.m4a|1999
c:\data\music\Fountains Of Wayne\Welcome Interstate Managers\03 Stacy's Mom.m4a|2003
c:\data\music\Fountains Of Wayne\Welcome Interstate Managers\09 Hey Julie.m4a|2003
c:\data\music\Freedy Johnston\This Perfect World\01 Bad Reputation.m4a|1994
c:\data\music\Frisbie\New Debut\02 Disaster.m4a|2007
c:\data\music\Fun_\Some Nights\04 Carry On.m4a|2012
c:\data\music\Generationals\Actor-Caster (Bonus Version)\01 Ten-Twenty-Ten.m4a|2011
c:\data\music\Go Sailor\Go Sailor\02 Fine Day for Sailing.m4a|1995
c:\data\music\Go Sailor\Go Sailor\03 I'm Still Crying.m4a|1995
c:\data\music\Go Sailor\Go Sailor\05 Bigger Than an Ocean.m4a|1995
c:\data\music\Go Sailor\Go Sailor\09 Blue Sky.m4a|1995
c:\data\music\Go Sailor\Go Sailor\10 The Boy Who Sailed Around the Wor.m4a|1995
c:\data\music\Golden Smog\Another Fine Day\10 Strangers.m4a|2006
c:\data\music\Golden Smog\Down By The Old Mainstream\01 V.m4a|1996
c:\data\music\Golden Smog\Down By The Old Mainstream\06 Won't Be Coming Home.m4a|1996
c:\data\music\Golden Smog\Down By The Old Mainstream\14 Radio King.m4a|1996
c:\data\music\Golden Smog\Weird Tales\01 To Call My Own.m4a|1998
c:\data\music\Golden Smog\Weird Tales\03 Until You Came Along.m4a|1998
c:\data\music\Golden Smog\Weird Tales\04 Lost Love.m4a|1998
c:\data\music\Golden Smog\Weird Tales\08 I Can't Keep From Talking.m4a|1998
c:\data\music\Golden Smog\Weird Tales\12 Please Tell My Brother.m4a|1998
c:\data\music\Golden Smog\Weird Tales\15 Jennifer Save Me.m4a|1998
c:\data\music\Gomez\Airstream Driver - Single\01 Airstream Driver.m4a|2009
c:\data\music\Grateful Dead\American Beauty\01 Box of Rain.m4a|1970
c:\data\music\Green Day\International Superhits!\18 Minority.m4a|2000
c:\data\music\Guster\Goldfly\04 Airport Song.m4a|1997
c:\data\music\Guster\Keep It Together\01 Diane.m4a|2003
c:\data\music\Guster\Keep It Together\02 Careful.m4a|2003
c:\data\music\Guster\Keep It Together\03 Amsterdam.m4a|2003
c:\data\music\Guster\Keep It Together\05 Homecoming King.m4a|2003
c:\data\music\Guster\Keep It Together\06 Ramona.m4a|2003
c:\data\music\Guster\Keep It Together\08 Keep It Together.m4a|2003
c:\data\music\Guster\Lost And Gone Forever\01 What You Wish For.m4a|1999
c:\data\music\Guster\Lost And Gone Forever\05 I Spy.m4a|1999
c:\data\music\Guster\Lost And Gone Forever\08 Happier.m4a|1999
c:\data\music\Heatmiser\Mic City Sons\11 See You Later.m4a|1996
c:\data\music\Ho-Hum\Local\01 Around The World.m4a|0
c:\data\music\Ho-Hum\Local\08 One Out Of Ten.m4a|0
c:\data\music\Ho-Hum\Local\10 Frozen.m4a|0
c:\data\music\Ho-Hum\Local\14 Pure D. Wrong.m4a|0
c:\data\music\Ho-Hum\Sanduleak\02 Fake Pop Minefield.m4a|0
c:\data\music\Ho-Hum\Sanduleak\03 Don't Move To The City.m4a|0
c:\data\music\Ho-Hum\Sanduleak\04 Pretty Ugly.m4a|0
c:\data\music\Ho-Hum\Sanduleak\05 Lipps.m4a|0
c:\data\music\Ho-Hum\Sanduleak\06 Let's Do.m4a|0
c:\data\music\Ho-Hum\Sanduleak\07 Rendezvousdoo.m4a|0
c:\data\music\Ho-Hum\Sanduleak\08 Funny.m4a|0
c:\data\music\Ho-Hum\Sanduleak\09 It's Your Fault.m4a|0
c:\data\music\Ho-Hum\Sanduleak\10 Too Much Elbow Room.m4a|0
c:\data\music\Houndmouth\Little Neon Limelight\01 Sedona.m4a|2015
c:\data\music\Indigo Girls\1200 Curfews (Live)\1-10 Tangled Up In Blue.m4a|1995
c:\data\music\INXS\Shabooh Shoobah\10 Don't Change.m4a|1982
c:\data\music\Jack Johnson\On and On\07 Wasting Time.m4a|2003
c:\data\music\Jack Johnson\Unknown\01 Brush fire fairytales.m4a|0
c:\data\music\Jack Johnson\Unknown\06 Bubbly Toes.m4a|0
c:\data\music\Jack White\Blunderbuss\08 I'm Shakin'.m4a|2012
c:\data\music\Jack White\Jack White Acoustic Recordings 1998 - 20\04 Hotel Yorba.m4a|2016
c:\data\music\Jackson Browne\The Next Voice You Hear - The Best of Ja\08 Somebody's Baby.m4a|1982
c:\data\music\Jackson Browne\The Very Best of Jackson Browne\2-06 Lawyers In Love 1.m4a|2004
c:\data\music\Jackson Browne\The Very Best of Jackson Browne\2-06 Lawyers In Love.m4a|1983
c:\data\music\Jakob Dylan\Seeing Things\07 War Is Kind.m4a|2008
c:\data\music\James Taylor\James Taylor_ Greatest Hits, Vol. 1\10 Mexico.m4a|1988
c:\data\music\Jason Falkner\Can You Still Feel_\04 My Lucky Day.m4a|1999
c:\data\music\Jason Falkner\Can You Still Feel_\06 Eloquence.m4a|1999
c:\data\music\Jason Falkner\Can You Still Feel_\11 All God's Creatures.m4a|1999
c:\data\music\Jenny and Johnny\Big Wave - Single\01 Big Wave.m4a|2010
c:\data\music\Jenny and Johnny\I'm Having Fun Now\01 Scissor Runner.m4a|2010
c:\data\music\Jenny and Johnny\I'm Having Fun Now\02 My Pet Snakes.m4a|2010
c:\data\music\Joe Jackson\Joe Jackson_ Greatest Hits\09 Steppin' Out.m4a|1996
c:\data\music\Joe Jackson\Look Sharp!\03 Is She Really Going Out With Him_.m4a|1979
c:\data\music\Joe Jackson\Look Sharp!\04 Happy Loving Couples.m4a|1979
c:\data\music\John Linnell\State Songs\06 Montana.m4a|1999
c:\data\music\John Mayer\Room for Squares\02 Why Georgia.m4a|2001
c:\data\music\John Waite\The Complete John Waite, Vol. One_ Falli\10 Missing You.m4a|1996
c:\data\music\Juliana Hatfield\Become What You Are\09 Spin The Bottle.m4a|1993
c:\data\music\Juliana Hatfield\Only Everything\05 Live On Tomorrow.m4a|1995
c:\data\music\Juliana Hatfield\Only Everything\07 Bottles And Flowers.m4a|1995
c:\data\music\Juliana Hatfield\Only Everything\12 My Darling.m4a|1995
c:\data\music\Kings of Leon\Because of the Times\09 Fans.m4a|2007
c:\data\music\Kings of Leon\Only By the Night (Deluxe Version)\08 Notion.m4a|2008
c:\data\music\Led Zeppelin\Houses of the Holy (Remastered)\02 The Rain Song.m4a|1973
c:\data\music\Led Zeppelin\In Through the Out Door (Deluxe Edition)\1-02 South Bound Saurez.m4a|2015
c:\data\music\Led Zeppelin\In Through the Out Door (Deluxe Edition)\1-04 Hot Dog.m4a|2015
c:\data\music\Led Zeppelin\In Through the Out Door (Remastered)\07 I'm Gonna Crawl.m4a|1979
c:\data\music\Led Zeppelin\Led Zeppelin III (Remastered)\08 That's the Way.m4a|1970
c:\data\music\Led Zeppelin\Led Zeppelin [Disc 1]\1-09 Your Time Is Gonna Come.m4a|1969
c:\data\music\Led Zeppelin\Led Zeppelin [Disc 1]\1-11 Travelling Riverside Blues.m4a|1970
c:\data\music\Led Zeppelin\Led Zeppelin [Disc 1]\1-12 Friends.m4a|1970
c:\data\music\Led Zeppelin\Led Zeppelin [Disc 1]\1-14 Hey Hey What Can I Do.m4a|1970
c:\data\music\Led Zeppelin\Mothership (Remastered)\20 Kashmir.m4a|2007
c:\data\music\Led Zeppelin\Physical Graffiti (Remastered)\10 Ten Years Gone.m4a|1975
c:\data\music\Live\Secret Samadhi\11 Merica.m4a|1997
c:\data\music\Love\High Fidelity\05 Always See Your Face.m4a|1965
c:\data\music\Loverboy\Get Lucky (Remastered)\01 Working for the Weekend.m4a|1981
c:\data\music\Marc Cohn\The Very Best of Marc Cohn\01 Walking In Memphis.m4a|1989
c:\data\music\Marvin Gaye\Number 1's_ Marvin Gaye\01 Let's Get It On.m4a|2007
c:\data\music\Mates of State\Bring It Back\03 Like U Crazy.m4a|2005
c:\data\music\Mates of State\Bring It Back\06 For the Actor.m4a|2005
c:\data\music\Mates of State\Bring It Back\08 So Many Ways.m4a|2005
c:\data\music\Mates of State\Bring It Back\09 Punchlines.m4a|2005
c:\data\music\Mates of State\Re-Arrange Us\01 Get Better.m4a|2008
c:\data\music\Mates of State\Re-Arrange Us\02 Now.m4a|2008
c:\data\music\Mates of State\Re-Arrange Us\04 The Re-Arranger.m4a|2008
c:\data\music\Mates of State\Re-Arrange Us\08 You Are Free.m4a|2008
c:\data\music\Mates of State\Re-Arrange Us\09 Great Dane.m4a|2008
c:\data\music\Mates of State\Re-Arrange Us\10 Lullaby Haze.m4a|2008
